timestamp,device_id,heart_rate,spo2,temperature,label,anomaly_type,hour,minute,day_of_week,time_diff,hr_rolling_mean,hr_rolling_std,hr_rate_of_change
2026-01-29 00:13:01.926677,DEV001,150.0,96.03433519647679,37.150683892700485,attack,data_injection,0,13,3,4650.000821,87.20218560049578,35.239941616053066,81.26535490911242
2026-01-29 00:20:21.926768,DEV001,63.54094365542228,97.03402741107223,37.13190629391783,normal,none,0,20,3,990.000189,69.8416385038841,11.940242847740699,-3.738495204985753
2026-01-28 22:53:31.925834,DEV001,56.98578635702634,97.85845111665667,37.29042353983651,normal,none,22,53,2,-4870.00086,66.35011961251155,7.766230696929611,-16.320509715713
2026-01-29 00:36:16.926947,DEV001,75.56704850431329,93.3997288954963,36.95235326498888,attack,spoofing,0,36,3,8800.001585,70.65542284003921,7.8639482947604264,8.370461136207823
2026-01-28 22:13:41.925409,DEV001,66.82513370889582,97.32674476460232,36.780275914964434,normal,none,22,13,2,-3115.000553,64.66258889304214,3.142008579394126,-0.5112885999738666
2026-01-29 00:34:01.926922,DEV001,61.28764707150975,95.22893144691191,37.06160198044347,normal,none,0,34,3,6350.001145,63.966473658572475,2.042139739733724,-1.7988860450367241
2026-01-28 22:33:56.925624,DEV001,62.95393740459507,96.64297079919339,37.03988479719735,normal,none,22,33,2,-5045.000894,63.79547141480914,2.1344657636668285,-4.571495181245993
2026-01-28 22:24:26.925523,DEV001,66.74911665908724,96.752974299254,36.63922744148753,normal,none,22,24,2,-6850.001225,67.43051803874894,5.1705768796274985,4.394380045818707
2026-01-29 00:40:06.926990,DEV001,60.66912575892749,96.53706048797474,36.80112898687383,normal,none,0,40,3,-700.000121,51.21555220115242,29.057143090805976,-6.911765676647306
2026-01-29 00:22:11.926789,DEV001,61.78225083841269,96.76403001278902,37.03028060959035,normal,none,0,22,3,-1780.000323,66.64728621766423,6.2894106978531665,-0.010341185472540815
2026-01-28 23:49:51.926428,DEV001,72.35751190651612,96.82719826260353,37.194411393147945,fault,sensor_drift,23,49,2,-2485.000463,69.88125244846458,4.479447420480838,8.201620522466172
2026-01-28 23:19:06.926105,DEV001,0.0,0.0,36.79710405465852,fault,missing_data,23,19,2,-1650.00029,51.10031798450522,28.95162890343567,-65.54370019312873
2026-01-28 22:09:41.925363,DEV001,65.76150455021441,96.47591160206541,36.676822642517905,normal,none,22,9,2,-340.000064,76.81774688096498,50.23145317050173,9.015614664553993
2026-01-28 23:26:21.926180,DEV001,69.48124232245875,96.47102229193598,36.975331187190775,fault,sensor_drift,23,26,2,3255.000577,69.55386659488548,2.5242491616378278,-2.3523878996328165
2026-01-29 00:18:51.926751,DEV001,50.0,99.30363875210479,36.84922757726181,attack,data_injection,0,18,3,-725.000136,61.49117112090312,8.17421596532318,-15.95249839889533
2026-01-29 00:49:41.927090,DEV001,78.15324210822367,93.04930833152022,37.00697758941788,attack,spoofing,0,49,3,-150.000003,68.75540716370526,11.077550516405738,7.035059311303925
2026-01-28 22:19:06.925466,DEV001,62.76798887202378,96.38363859196052,36.95657378501076,normal,none,22,19,2,-1565.000277,65.43958798205472,2.8351266375520394,-0.9192513520792005
2026-01-28 23:45:36.926384,DEV001,0.0,0.0,36.88174304223962,fault,missing_data,23,45,2,1535.000269,53.14766599675545,31.416381263359522,-74.46318447864836
2026-01-29 00:06:26.926609,DEV001,58.51584026022077,98.5886269280436,36.89179862684342,normal,none,0,6,3,-10.000002,66.36888345734788,9.278608644767836,-3.2273752708200902
2026-01-29 00:20:20.926669,DEV001,65.92275651598518,95.25236349017173,37.05175396104878,attack,timing_manipulation,0,20,3,6899.001137,55.01324054540778,31.178267816688763,3.2348437124152554
2026-01-28 22:43:46.925726,DEV001,71.11545756466181,96.16817779176955,36.900485500338156,normal,none,22,43,2,-2110.000377,37.8790978222583,38.342052860107096,71.11545756466181
2026-01-28 23:56:46.926504,DEV001,54.880508227018694,96.4107283482107,37.043560467949746,fault,battery_low,23,56,2,5370.000952,62.8277101504833,7.302256602964799,-16.621564037892654
2026-01-29 00:30:50.926841,DEV001,50.0,97.26477531097798,36.900465495314194,attack,replay_attack,0,30,3,8029.001397,63.910168557752414,10.028118339011263,-8.586428806824955
